	text	label
1944	Finnish OKO bank has signed a cooperation agreement with Raiffeisen concerning Finnish companies ' investments in Russia 	positive
2688	There are currently some ten shops selling Tikkurila 's paints in Kazakhstan , and more shops will be opened continuously 	neutral
2019	in Q1 '10 19 April 2010 - Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V said today that it expects to swing to a net profit of some EUR6 .3 m in the first quarter of 2010 , from an EUR9 .6 m loss a year earlier 	positive
2053	The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year 	positive
3827	The dividend will come on top of the 0.45 eur on A shares and 0.43 on K shares it has already paid on last year 's accounts 	neutral
4459	efficiency improvement measures 20 January 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations 	positive
3886	The per-share subscription price of the shares subscribed with the option rights was EUR 1.35 	neutral
2557	Runway Visual Range is a calculated assessment of the distance that a pilot can see down a runway 	neutral
3344	The repo rate will gradually reach 2 % at the end of 2010 , according to Nordea 's Economic Outlook 	neutral
2754	Private equity investor CapMan , the owner of Finnish Lumene cosmetics company , is planning to list Lumene 	neutral
793	When the situation normalises , the company will be able to increase the amount of residential units for sale in St Petersburg and Moscow , in particular 	positive
2961	In the sinter plant , limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron-making 	neutral
4752	Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 	negative
3882	The orders also include a few high-power drives for the control of seismic compressors 	neutral
1238	He also mentions that this improvement to the service follows the recent expansion of the Finnlines service from Bilbao via Antwerp and Helsinki and from Hull via Helsinki to St. Petersburg 	positive
4678	Finnish management software solutions provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 	negative
1553	It s an area that is highly valued , because most of the land there has already been built on 	neutral
662	Airvana 's UMTS Home Base Station femto cell uses software-based functionality and off-the-shelf silicon to accelerate feature development and reduce product cost 	positive
4613	HELSINKI ( AFX ) - KCI Konecranes said that Franklin Resources Inc 's share of voting rights in the Finnish cranes company fell last week to 4.65 pct from more than 9 pct in October 2005 	negative
3422	This corresponds to 6.81 percent of Okmetic 's share capital and voting rights 	neutral
334	Fiskars Brands report net sales of EUR 145.8 mn , up from EUR 138.4 mn 	positive
2483	In addition to the Tulikivi Corporation , he is also currently a member of the Board of the following companies : Altia Corporation , J+ñrvi-Suomen Portti Osuuskunta , Osuuskunta KPY , Profile Vehicles Oy and Voimatel Oy 	neutral
1919	The energy-efficient data center will be built by combining an effective energy solution with state-of-the-art technology 	positive
2675	The sale , comprising the margarine business in Finland and Poland , follows the approval of the Polish competition authorities earlier in October 	neutral
3402	The webcast may be followed online on the company website at www.ruukki.com/investors 	neutral
1952	`` This is a significant milestone for Benefon , helping us to secure critical USP 's for our personal navigation product roadmap for 2007 and beyond , '' commented Simon Button , Chief Technology Officer at Benefon 	positive
1353	The availability of the Internet services is highlighted in the service offer of Kesko 's K-Group stores 	neutral
4361	These restrictions do not apply to statutory dividends 	neutral
4141	The third applicant , Fortum , was dropped 	neutral
2965	Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India 	neutral
3819	The deal is in line with Etteplan 's strategy to operate as a partner of global customers and provide industrial technology design services 	neutral
1159	According to Vauramo , the plant 's lifting equipment is suitable for Asian and for some Chinese trucks 	neutral
281	Satama 's net profit for the third quarter of 2007 rose to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same period of 2006 	positive
2233	The insurance division turned a EUR120m profit 	neutral
3691	News Corp. 's MySpace.com Web site will display submissions for the expanded Broadband Emmy Awards as part of an effort to identify aspiring video artists 	neutral
983	The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 	positive
68	The contract covers HDO platform , AC800 and CXE880 optical Fttb nodes designed to increase the forward and return path capacity of the transmission networks 	positive
4813	`` Capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy 	negative
3043	Neste Oil will publish its third quarter 2008 results on Friday , 24 October 2008 at approximately 9 am ( EET ) 	neutral
1182	Aspo 's strong company brands - ESL Shipping , Leipurin , Telko and Kaukomarkkinat - aim to be the market leaders in their sectors 	neutral
3261	The government has instead proposed an exchange of the state 's stake in LMT to TeliaSonera 's stake in Lattelecom 	neutral
2033	Poyry 's net sales in 2007 amounted to about EUR 720 million and it employs 7400 experts 	neutral
2841	CapMan , with offices in Helsinki , Stockholm , Copenhagen and Oslo , manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EUR2 .6 bn in total capital 	neutral
4434	Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 	negative
3708	OP-Pohjola Group 's capital adequacy ratio under the Act on Credit Institutions stood at 12.1 % and Tier 1 ratio at 12.1 % 	neutral
4654	Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 	negative
3841	The estimated value of the deal is USD 9.2 million 	neutral
4739	In July-September 2009 , Konecranes ' sales decreased to EUR 368.7 mn from EUR 520.4 mn in July-September 2008 	negative
3724	Previously , it projected the figure to be slightly lower than in 2009 	neutral
4732	Group EBIT for the first half was EUR13 .6 m US$ 17.8 m , falling short of the EUR22 .5 m it posted for the same period of 2009 	negative
2570	Steek , which was set up in 2002 , is based in Bordeaux , southwestern France 	neutral
392	The Finnish company Stockmann has signed the contract with the company Technopolis 	neutral
2846	Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC fabrication process 	neutral
1407	The plant would use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) 	neutral
2348	He will report to CapMan Plc 's CEO Heikki Westerlund 	neutral
1414	The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players 	neutral
563	Lemcon signed an investment cooperation agreement with the Kaluga regional administration last November 	positive
245	Operating profit rose to EUR 103.4 mn from EUR 23.2 in the corresponding period in 2006 	positive
1395	The Marubeni Group focuses on creating `` value chain '' from upstream to downstream , encompassing a wide variety of business fields , including oil & gas , metals , mineral resources , foods , pulp & paper and chemicals , among others 	neutral
2043	The decision of Tekes was based on , among other , the following grounds : the project has a significant impact on the business development of the company 	neutral
2455	Finnish Bank of +àland will launch its long-term pension savings account at the beginning of June 2010 	neutral
4796	Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 	negative
3276	The machinery now ordered will be placed in a new mill with an annual production capacity of 40 000 m3 of overlaid birch plywood 	neutral
